"weevil"	"sex"	"date"	"time"	"season"	"tree"	"body_length"	"num_mates"	"total_cop"	"mean_fit"	"rel_fit"	"neigh_mean_blength"	"sex_ratio"	"density"	"dummy"	"region"
"125"	"F"	"18/12/2013"	"08:50:00"	"pre"	"52"	25.05	5	7	1.05925925925926	4.72027972027972	19.39	0.6875	16	"c"	"c"
"211"	"F"	"18/12/2013"	"08:50:00"	"pre"	"52"	17.21	1	2	1.05925925925926	0.944055944055944	21.35	0.6875	16	"b"	"c"
"256"	"F"	"18/12/2013"	"08:50:00"	"pre"	"52"	20.83	0	0	1.05925925925926	0	20.445	0.6875	16	"a"	"c"
"257"	"F"	"18/12/2013"	"08:50:00"	"pre"	"52"	19.56	0	0	1.05925925925926	0	20.7625	0.6875	16	"c"	"a"
"199"	"F"	"18/12/2013"	"08:50:00"	"pre"	"52"	19.96	2	2	1.05925925925926	1.88811188811189	20.6625	0.6875	16	"c"	"b"
"204"	"F"	"18/12/2013"	"08:50:00"	"pre"	"53"	19.49	0	0	1.05925925925926	0	18.3966666666667	0.428571428571429	7	"c"	"a"
"142"	"F"	"18/12/2013"	"08:50:00"	"pre"	"53"	18.76	1	1	1.05925925925926	0.944055944055944	18.64	0.428571428571429	7	"b"	"a"
"262"	"F"	"18/12/2013"	"08:50:00"	"pre"	"53"	18.38	0	0	1.05925925925926	0	18.7666666666667	0.428571428571429	7	"b"	"c"
"212"	"F"	"18/12/2013"	"08:50:00"	"pre"	"53"	18.05	0	0	1.05925925925926	0	18.8766666666667	0.428571428571429	7	"c"	"c"
"70"	"F"	"18/12/2013"	"10:19:00"	"pre"	"31"	22.82	0	0	1.05925925925926	0	22.72	0.571428571428571	14	"a"	"c"
"97"	"F"	"18/12/2013"	"10:19:00"	"pre"	"31"	23.27	0	0	1.05925925925926	0	22.63	0.571428571428571	14	"a"	"c"
"265"	"F"	"18/12/2013"	"10:19:00"	"pre"	"31"	18.28	1	2	1.05925925925926	0.944055944055944	23.628	0.571428571428571	14	"a"	"c"
"266"	"F"	"18/12/2013"	"10:19:00"	"pre"	"31"	29.23	1	1	1.05925925925926	0.944055944055944	21.438	0.571428571428571	14	"b"	"b"
"248"	"F"	"18/12/2013"	"10:19:00"	"pre"	"31"	16.27	0	0	1.05925925925926	0	24.03	0.571428571428571	14	"b"	"c"
"239"	"F"	"18/12/2013"	"10:19:00"	"pre"	"31"	26.55	0	0	1.05925925925926	0	21.974	0.571428571428571	14	"c"	"b"
"226"	"F"	"18/12/2013"	"11:45:00"	"pre"	"5"	20.33	2	4	1.05925925925926	1.88811188811189	26.12	0.5625	16	"a"	"c"
"246"	"F"	"18/12/2013"	"11:45:00"	"pre"	"5"	26.62	2	2	1.05925925925926	1.88811188811189	25.0716666666667	0.5625	16	"c"	"b"
"267"	"F"	"18/12/2013"	"11:45:00"	"pre"	"5"	26.42	3	3	1.05925925925926	2.83216783216783	25.105	0.5625	16	"a"	"a"
"77"	"F"	"18/12/2013"	"11:45:00"	"pre"	"5"	28.98	1	1	1.05925925925926	0.944055944055944	24.6783333333333	0.5625	16	"b"	"a"
"160"	"F"	"18/12/2013"	"11:45:00"	"pre"	"5"	24.71	0	0	1.05925925925926	0	25.39	0.5625	16	"c"	"b"
"268"	"F"	"18/12/2013"	"11:45:00"	"pre"	"5"	27.86	0	0	1.05925925925926	0	24.865	0.5625	16	"a"	"a"
"219"	"F"	"18/12/2013"	"11:45:00"	"pre"	"5"	22.13	0	0	1.05925925925926	0	25.82	0.5625	16	"a"	"c"
"270"	"F"	"19/12/2013"	"12:45:00"	"pre"	"5"	23.51	1	1	1.05925925925926	0.944055944055944	24.71	0.714285714285714	7	"b"	"b"
"160"	"F"	"19/12/2013"	"12:45:00"	"pre"	"5"	24.71	1	1	1.05925925925926	0.944055944055944	23.51	0.714285714285714	7	"b"	"b"
"70"	"F"	"19/12/2013"	"14:00:00"	"pre"	"31"	22.82	1	1	1.05925925925926	0.944055944055944	19.515	0.722222222222222	18	"a"	"c"
"271"	"F"	"19/12/2013"	"14:00:00"	"pre"	"31"	17.66	3	3	1.05925925925926	2.83216783216783	20.805	0.722222222222222	18	"c"	"c"
"248"	"F"	"19/12/2013"	"14:00:00"	"pre"	"31"	16.27	1	1	1.05925925925926	0.944055944055944	21.1525	0.722222222222222	18	"b"	"c"
"97"	"F"	"19/12/2013"	"14:00:00"	"pre"	"31"	23.27	0	0	1.05925925925926	0	19.4025	0.722222222222222	18	"c"	"c"
"272"	"F"	"19/12/2013"	"14:00:00"	"pre"	"31"	20.86	1	1	1.05925925925926	0.944055944055944	20.005	0.722222222222222	18	"b"	"b"
"277"	"F"	"19/12/2013"	"15:30:00"	"pre"	"52"	26.09	2	2	1.05925925925926	1.88811188811189	24.14	0.5	14	"a"	"b"
"260"	"F"	"19/12/2013"	"15:30:00"	"pre"	"52"	19.08	0	0	1.05925925925926	0	25.3083333333333	0.5	14	"a"	"c"
"125"	"F"	"19/12/2013"	"15:30:00"	"pre"	"52"	25.05	0	0	1.05925925925926	0	24.3133333333333	0.5	14	"c"	"c"
"243"	"F"	"19/12/2013"	"15:30:00"	"pre"	"52"	22.06	0	0	1.05925925925926	0	24.8116666666667	0.5	14	"c"	"c"
"278"	"F"	"19/12/2013"	"15:30:00"	"pre"	"52"	31.39	3	3	1.05925925925926	2.83216783216783	23.2566666666667	0.5	14	"c"	"a"
"242"	"F"	"19/12/2013"	"15:30:00"	"pre"	"52"	27.3	0	0	1.05925925925926	0	23.9383333333333	0.5	14	"c"	"b"
"199"	"F"	"19/12/2013"	"15:30:00"	"pre"	"52"	19.96	0	0	1.05925925925926	0	25.1616666666667	0.5	14	"c"	"c"
"250"	"F"	"19/12/2013"	"15:30:00"	"pre"	"53"	22.68	1	1	1.05925925925926	0.944055944055944	19.23	0	3	"b"	"c"
"227"	"F"	"19/12/2013"	"15:30:00"	"pre"	"53"	18.97	0	0	1.05925925925926	0	21.085	0	3	"b"	"c"
"204"	"F"	"19/12/2013"	"15:30:00"	"pre"	"53"	19.49	0	0	1.05925925925926	0	20.825	0	3	"a"	"c"
"238"	"F"	"20/12/2013"	"09:00:00"	"pre"	"31"	29.92	1	2	1.05925925925926	0.944055944055944	26.12	0.8125	16	"a"	"a"
"97"	"F"	"20/12/2013"	"09:00:00"	"pre"	"31"	23.27	0	0	1.05925925925926	0	29.445	0.8125	16	"b"	"b"
"69"	"F"	"20/12/2013"	"09:00:00"	"pre"	"31"	28.97	1	1	1.05925925925926	0.944055944055944	26.595	0.8125	16	"b"	"a"
"78"	"F"	"20/12/2013"	"10:30:00"	"pre"	"5"	22.3	1	1	1.05925925925926	0.944055944055944	22.97	0.7	10	"c"	"a"
"43"	"F"	"20/12/2013"	"10:30:00"	"pre"	"5"	21.23	0	0	1.05925925925926	0	23.505	0.7	10	"a"	"b"
"160"	"F"	"20/12/2013"	"10:30:00"	"pre"	"5"	24.71	0	0	1.05925925925926	0	21.765	0.7	10	"c"	"c"
"211"	"F"	"20/12/2013"	"12:00:00"	"pre"	"52"	17.21	1	1	1.05925925925926	0.944055944055944	23.1322222222222	0.6	25	"b"	"b"
"289"	"F"	"20/12/2013"	"12:00:00"	"pre"	"52"	21.21	2	2	1.05925925925926	1.88811188811189	22.6877777777778	0.6	25	"c"	"a"
"290"	"F"	"20/12/2013"	"12:00:00"	"pre"	"52"	21.56	0	0	1.05925925925926	0	22.6488888888889	0.6	25	"c"	"b"
"125"	"F"	"20/12/2013"	"12:00:00"	"pre"	"52"	25.05	3	3	1.05925925925926	2.83216783216783	22.2611111111111	0.6	25	"a"	"b"
"260"	"F"	"20/12/2013"	"12:00:00"	"pre"	"52"	19.08	0	0	1.05925925925926	0	22.9244444444444	0.6	25	"b"	"c"
"203"	"F"	"20/12/2013"	"12:00:00"	"pre"	"52"	23.28	1	1	1.05925925925926	0.944055944055944	22.4577777777778	0.6	25	"c"	"b"
"256"	"F"	"20/12/2013"	"12:00:00"	"pre"	"52"	20.83	2	3	1.05925925925926	1.88811188811189	22.73	0.6	25	"b"	"c"
"217"	"F"	"20/12/2013"	"12:00:00"	"pre"	"52"	21.2	1	1	1.05925925925926	0.944055944055944	22.6888888888889	0.6	25	"a"	"a"
"37"	"F"	"20/12/2013"	"12:00:00"	"pre"	"52"	22.23	1	1	1.05925925925926	0.944055944055944	22.5744444444444	0.6	25	"a"	"c"
"288"	"F"	"20/12/2013"	"12:00:00"	"pre"	"52"	33.75	0	0	1.05925925925926	0	21.2944444444444	0.6	25	"c"	"a"
"227"	"F"	"20/12/2013"	"12:00:00"	"pre"	"53"	18.97	0	0	1.05925925925926	0	23.735	0.25	4	"c"	"c"
"262"	"F"	"20/12/2013"	"12:00:00"	"pre"	"53"	18.38	0	0	1.05925925925926	0	24.03	0.25	4	"c"	"b"
"283"	"F"	"20/12/2013"	"12:00:00"	"pre"	"53"	29.09	1	1	1.05925925925926	0.944055944055944	18.675	0.25	4	"c"	"a"
"70"	"F"	"21/12/2013"	"08:26:00"	"pre"	"31"	22.82	1	1	1.05925925925926	0.944055944055944	20.86	0.777777777777778	9	"b"	"c"
"272"	"F"	"21/12/2013"	"08:26:00"	"pre"	"31"	20.86	1	1	1.05925925925926	0.944055944055944	22.82	0.777777777777778	9	"a"	"c"
"211"	"F"	"21/12/2013"	"09:42:00"	"pre"	"52"	17.21	0	0	1.05925925925926	0	25.235	0.615384615384615	13	"a"	"c"
"217"	"F"	"21/12/2013"	"09:42:00"	"pre"	"52"	21.2	4	4	1.05925925925926	3.77622377622378	24.2375	0.615384615384615	13	"b"	"a"
"200"	"F"	"21/12/2013"	"09:42:00"	"pre"	"52"	23.93	0	0	1.05925925925926	0	23.555	0.615384615384615	13	"a"	"a"
"288"	"F"	"21/12/2013"	"09:42:00"	"pre"	"52"	33.75	2	2	1.05925925925926	1.88811188811189	21.1	0.615384615384615	13	"a"	"c"
"243"	"F"	"21/12/2013"	"09:42:00"	"pre"	"52"	22.06	1	1	1.05925925925926	0.944055944055944	24.0225	0.615384615384615	13	"c"	"b"
"212"	"F"	"21/12/2013"	"09:42:00"	"pre"	"53"	18.05	0	0	1.05925925925926	0	18.865	0	3	"c"	"b"
"227"	"F"	"21/12/2013"	"09:42:00"	"pre"	"53"	18.97	0	0	1.05925925925926	0	18.405	0	3	"b"	"b"
"142"	"F"	"21/12/2013"	"09:42:00"	"pre"	"53"	18.76	0	0	1.05925925925926	0	18.51	0	3	"a"	"b"
"293"	"F"	"21/12/2013"	"11:00:00"	"pre"	"5"	30.12	1	1	1.05925925925926	0.944055944055944	26.66	0.714285714285714	7	"b"	"b"
"294"	"F"	"21/12/2013"	"11:00:00"	"pre"	"5"	26.66	1	1	1.05925925925926	0.944055944055944	30.12	0.714285714285714	7	"c"	"c"
"210"	"F"	"22/12/2013"	"08:30:00"	"pre"	"31"	20.75	1	1	1.05925925925926	0.944055944055944	22.105	0.7	10	"c"	"c"
"271"	"F"	"22/12/2013"	"08:30:00"	"pre"	"31"	17.66	0	0	1.05925925925926	0	23.65	0.7	10	"a"	"a"
"239"	"F"	"22/12/2013"	"08:30:00"	"pre"	"31"	26.55	0	0	1.05925925925926	0	19.205	0.7	10	"c"	"c"
"200"	"F"	"22/12/2013"	"09:42:00"	"pre"	"52"	23.93	0	0	1.05925925925926	0	21.7225	0.642857142857143	14	"a"	"c"
"124"	"F"	"22/12/2013"	"09:42:00"	"pre"	"52"	21.15	4	4	1.05925925925926	3.77622377622378	22.4175	0.642857142857143	14	"a"	"a"
"252"	"F"	"22/12/2013"	"09:42:00"	"pre"	"52"	20.73	2	2	1.05925925925926	1.88811188811189	22.5225	0.642857142857143	14	"b"	"c"
"199"	"F"	"22/12/2013"	"09:42:00"	"pre"	"52"	19.96	2	2	1.05925925925926	1.88811188811189	22.715	0.642857142857143	14	"b"	"a"
"125"	"F"	"22/12/2013"	"09:42:00"	"pre"	"52"	25.05	1	1	1.05925925925926	0.944055944055944	21.4425	0.642857142857143	14	"b"	"c"
"283"	"F"	"22/12/2013"	"09:42:00"	"pre"	"53"	29.09	1	1	1.05925925925926	0.944055944055944	18.4666666666667	0.5	8	"c"	"b"
"227"	"F"	"22/12/2013"	"09:42:00"	"pre"	"53"	18.97	0	0	1.05925925925926	0	21.84	0.5	8	"a"	"b"
"262"	"F"	"22/12/2013"	"09:42:00"	"pre"	"53"	18.38	1	1	1.05925925925926	0.944055944055944	22.0366666666667	0.5	8	"b"	"b"
"212"	"F"	"22/12/2013"	"09:42:00"	"pre"	"53"	18.05	0	0	1.05925925925926	0	22.1466666666667	0.5	8	"a"	"a"
"246"	"F"	"22/12/2013"	"11:00:00"	"pre"	"5"	26.62	1	1	1.05925925925926	0.944055944055944	23.945	0.625	8	"c"	"a"
"294"	"F"	"22/12/2013"	"11:00:00"	"pre"	"5"	26.66	1	1	1.05925925925926	0.944055944055944	23.925	0.625	8	"a"	"a"
"43"	"F"	"22/12/2013"	"11:00:00"	"pre"	"5"	21.23	0	0	1.05925925925926	0	26.64	0.625	8	"b"	"c"
"1"	"M"	"22/11/2013"	"14:00:00"	"pre"	"42"	46.61	0	0	0.617905675459632	0	28.45	0.666666666666667	6	"a"	"b"
"4"	"M"	"22/11/2013"	"14:00:00"	"pre"	"42"	26.71	0	0	0.617905675459632	0	35.0833333333333	0.666666666666667	6	"b"	"c"
"27"	"M"	"22/11/2013"	"14:00:00"	"pre"	"42"	33.2	0	0	0.617905675459632	0	32.92	0.666666666666667	6	"b"	"a"
"28"	"M"	"22/11/2013"	"14:00:00"	"pre"	"42"	25.44	0	0	0.617905675459632	0	35.5066666666667	0.666666666666667	6	"c"	"a"
"53"	"M"	"23/11/2013"	"12:30:00"	"pre"	"53"	41.28	1	1	0.617905675459632	1.61836998706339	41.4	0.5	6	"c"	"b"
"31"	"M"	"23/11/2013"	"12:30:00"	"pre"	"53"	39.81	0	0	0.617905675459632	0	42.135	0.5	6	"c"	"b"
"52"	"M"	"23/11/2013"	"12:30:00"	"pre"	"53"	42.99	0	0	0.617905675459632	0	40.545	0.5	6	"a"	"b"
"35"	"M"	"23/11/2013"	"14:00:00"	"pre"	"52"	34.38	2	3	0.617905675459632	3.23673997412678	37.96	0.625	8	"c"	"b"
"19"	"M"	"23/11/2013"	"14:00:00"	"pre"	"52"	40.89	1	1	0.617905675459632	1.61836998706339	36.3325	0.625	8	"b"	"a"
"41"	"M"	"23/11/2013"	"14:00:00"	"pre"	"52"	34.97	0	0	0.617905675459632	0	37.8125	0.625	8	"b"	"c"
"15"	"M"	"23/11/2013"	"14:00:00"	"pre"	"52"	42.91	1	1	0.617905675459632	1.61836998706339	35.8275	0.625	8	"c"	"c"
"40"	"M"	"23/11/2013"	"14:00:00"	"pre"	"52"	33.07	1	1	0.617905675459632	1.61836998706339	38.2875	0.625	8	"b"	"b"
"12"	"M"	"23/11/2013"	"15:30:00"	"pre"	"5"	26.7	0	0	0.617905675459632	0	28.4433333333333	0.666666666666667	6	"a"	"a"
"55"	"M"	"23/11/2013"	"15:30:00"	"pre"	"5"	39.21	0	0	0.617905675459632	0	24.2733333333333	0.666666666666667	6	"c"	"b"
"11"	"M"	"23/11/2013"	"15:30:00"	"pre"	"5"	23.04	0	0	0.617905675459632	0	29.6633333333333	0.666666666666667	6	"a"	"c"
"10"	"M"	"23/11/2013"	"15:30:00"	"pre"	"5"	23.08	0	0	0.617905675459632	0	29.65	0.666666666666667	6	"c"	"c"
"55"	"M"	"24/11/2013"	"11:40:00"	"pre"	"5"	39.21	0	0	0.617905675459632	0	31.59	1	4	"c"	"b"
"57"	"M"	"24/11/2013"	"11:40:00"	"pre"	"5"	32.65	0	0	0.617905675459632	0	33.7766666666667	1	4	"a"	"c"
"45"	"M"	"24/11/2013"	"11:40:00"	"pre"	"5"	39.08	0	0	0.617905675459632	0	31.6333333333333	1	4	"b"	"b"
"11"	"M"	"24/11/2013"	"11:40:00"	"pre"	"5"	23.04	0	0	0.617905675459632	0	36.98	1	4	"a"	"a"
"64"	"M"	"25/11/2013"	"11:10:00"	"pre"	"52"	35.86	1	1	0.617905675459632	1.61836998706339	31.12	0.8	5	"a"	"b"
"65"	"M"	"25/11/2013"	"11:10:00"	"pre"	"52"	37.99	0	0	0.617905675459632	0	30.41	0.8	5	"c"	"a"
"59"	"M"	"25/11/2013"	"11:10:00"	"pre"	"52"	22.89	0	0	0.617905675459632	0	35.4433333333333	0.8	5	"a"	"a"
"66"	"M"	"25/11/2013"	"11:10:00"	"pre"	"52"	32.48	0	0	0.617905675459632	0	32.2466666666667	0.8	5	"c"	"a"
"72"	"M"	"25/11/2013"	"12:24:00"	"pre"	"31"	32.23	1	4	0.617905675459632	1.61836998706339	31.9	0.5	4	"a"	"c"
"75"	"M"	"25/11/2013"	"12:24:00"	"pre"	"31"	31.9	0	0	0.617905675459632	0	32.23	0.5	4	"a"	"c"
"55"	"M"	"25/11/2013"	"13:45:00"	"pre"	"5"	39.21	1	1	0.617905675459632	1.61836998706339	33.05	0.6	5	"b"	"c"
"74"	"M"	"25/11/2013"	"13:45:00"	"pre"	"5"	43.06	2	2	0.617905675459632	3.23673997412678	31.125	0.6	5	"b"	"b"
"11"	"M"	"25/11/2013"	"13:45:00"	"pre"	"5"	23.04	0	0	0.617905675459632	0	41.135	0.6	5	"b"	"b"
"68"	"M"	"26/11/2013"	"08:20:00"	"pre"	"31"	57.56	2	2	0.617905675459632	3.23673997412678	28.522	0.666666666666667	9	"a"	"c"
"73"	"M"	"26/11/2013"	"08:20:00"	"pre"	"31"	22.61	0	0	0.617905675459632	0	35.512	0.666666666666667	9	"b"	"a"
"75"	"M"	"26/11/2013"	"08:20:00"	"pre"	"31"	31.9	0	0	0.617905675459632	0	33.654	0.666666666666667	9	"a"	"c"
"72"	"M"	"26/11/2013"	"08:20:00"	"pre"	"31"	32.23	0	0	0.617905675459632	0	33.588	0.666666666666667	9	"a"	"c"
"80"	"M"	"26/11/2013"	"08:20:00"	"pre"	"31"	29.52	0	0	0.617905675459632	0	34.13	0.666666666666667	9	"c"	"b"
"81"	"M"	"26/11/2013"	"08:20:00"	"pre"	"31"	26.35	0	0	0.617905675459632	0	34.764	0.666666666666667	9	"b"	"c"
"57"	"M"	"26/11/2013"	"09:50:00"	"pre"	"5"	32.65	0	0	0.617905675459632	0	36.058	0.75	8	"c"	"a"
"74"	"M"	"26/11/2013"	"09:50:00"	"pre"	"5"	43.06	1	1	0.617905675459632	1.61836998706339	33.976	0.75	8	"b"	"b"
"12"	"M"	"26/11/2013"	"09:50:00"	"pre"	"5"	26.7	0	0	0.617905675459632	0	37.248	0.75	8	"b"	"b"
"45"	"M"	"26/11/2013"	"09:50:00"	"pre"	"5"	39.08	0	0	0.617905675459632	0	34.772	0.75	8	"b"	"c"
"10"	"M"	"26/11/2013"	"09:50:00"	"pre"	"5"	23.08	0	0	0.617905675459632	0	37.972	0.75	8	"b"	"b"
"82"	"M"	"26/11/2013"	"09:50:00"	"pre"	"5"	48.37	0	0	0.617905675459632	0	32.914	0.75	8	"b"	"b"
"64"	"M"	"26/11/2013"	"11:20:00"	"pre"	"52"	35.86	0	0	0.617905675459632	0	33.356	0.666666666666667	9	"b"	"c"
"65"	"M"	"26/11/2013"	"11:20:00"	"pre"	"52"	37.99	0	0	0.617905675459632	0	32.93	0.666666666666667	9	"c"	"c"
"59"	"M"	"26/11/2013"	"11:20:00"	"pre"	"52"	22.89	0	0	0.617905675459632	0	35.95	0.666666666666667	9	"b"	"a"
"83"	"M"	"26/11/2013"	"11:20:00"	"pre"	"52"	36.22	1	2	0.617905675459632	1.61836998706339	33.284	0.666666666666667	9	"c"	"c"
"85"	"M"	"26/11/2013"	"11:20:00"	"pre"	"52"	40.21	1	1	0.617905675459632	1.61836998706339	32.486	0.666666666666667	9	"c"	"c"
"86"	"M"	"26/11/2013"	"11:20:00"	"pre"	"52"	29.47	0	0	0.617905675459632	0	34.634	0.666666666666667	9	"b"	"c"
"55"	"M"	"27/11/2013"	"13:38:00"	"pre"	"5"	39.21	0	0	0.617905675459632	0	37.2266666666667	0.777777777777778	9	"c"	"a"
"57"	"M"	"27/11/2013"	"13:38:00"	"pre"	"5"	32.65	0	0	0.617905675459632	0	38.32	0.777777777777778	9	"c"	"b"
"45"	"M"	"27/11/2013"	"13:38:00"	"pre"	"5"	39.08	0	0	0.617905675459632	0	37.2483333333333	0.777777777777778	9	"a"	"c"
"10"	"M"	"27/11/2013"	"13:38:00"	"pre"	"5"	23.08	0	0	0.617905675459632	0	39.915	0.777777777777778	9	"c"	"a"
"89"	"M"	"27/11/2013"	"13:38:00"	"pre"	"5"	49.7	0	0	0.617905675459632	0	35.4783333333333	0.777777777777778	9	"a"	"b"
"82"	"M"	"27/11/2013"	"13:38:00"	"pre"	"5"	48.37	0	0	0.617905675459632	0	35.7	0.777777777777778	9	"a"	"c"
"90"	"M"	"27/11/2013"	"13:38:00"	"pre"	"5"	30.48	0	0	0.617905675459632	0	38.6816666666667	0.777777777777778	9	"b"	"a"
"68"	"M"	"27/11/2013"	"15:10:00"	"pre"	"31"	57.56	2	2	0.617905675459632	3.23673997412678	30.306	0.5	12	"c"	"c"
"73"	"M"	"27/11/2013"	"15:10:00"	"pre"	"31"	22.61	1	1	0.617905675459632	1.61836998706339	37.296	0.5	12	"c"	"a"
"93"	"M"	"27/11/2013"	"15:10:00"	"pre"	"31"	39.1	1	2	0.617905675459632	1.61836998706339	33.998	0.5	12	"c"	"c"
"95"	"M"	"27/11/2013"	"15:10:00"	"pre"	"31"	31.36	1	2	0.617905675459632	1.61836998706339	35.546	0.5	12	"b"	"c"
"96"	"M"	"27/11/2013"	"15:10:00"	"pre"	"31"	26.56	2	3	0.617905675459632	3.23673997412678	36.506	0.5	12	"c"	"b"
"75"	"M"	"27/11/2013"	"15:10:00"	"pre"	"31"	31.9	0	0	0.617905675459632	0	35.438	0.5	12	"b"	"c"
"99"	"M"	"27/11/2013"	"16:43:00"	"pre"	"52"	27.27	0	0	0.617905675459632	0	37.4933333333333	0.4	10	"c"	"a"
"66"	"M"	"27/11/2013"	"16:43:00"	"pre"	"52"	32.48	0	0	0.617905675459632	0	35.7566666666667	0.4	10	"b"	"c"
"101"	"M"	"27/11/2013"	"16:43:00"	"pre"	"52"	32.2	0	0	0.617905675459632	0	35.85	0.4	10	"c"	"c"
"103"	"M"	"27/11/2013"	"16:43:00"	"pre"	"52"	47.8	0	0	0.617905675459632	0	30.65	0.4	10	"b"	"c"
"95"	"M"	"28/11/2013"	"10:30:00"	"pre"	"31"	31.36	1	4	0.617905675459632	1.61836998706339	30.855	0.6	5	"b"	"a"
"93"	"M"	"28/11/2013"	"10:30:00"	"pre"	"31"	39.1	1	2	0.617905675459632	1.61836998706339	26.985	0.6	5	"c"	"a"
"73"	"M"	"28/11/2013"	"10:30:00"	"pre"	"31"	22.61	1	1	0.617905675459632	1.61836998706339	35.23	0.6	5	"c"	"a"
"66"	"M"	"28/11/2013"	"11:43:00"	"pre"	"52"	32.48	0	0	0.617905675459632	0	36.87	0.714285714285714	7	"c"	"a"
"101"	"M"	"28/11/2013"	"11:43:00"	"pre"	"52"	32.2	0	0	0.617905675459632	0	36.94	0.714285714285714	7	"b"	"a"
"99"	"M"	"28/11/2013"	"11:43:00"	"pre"	"52"	27.27	0	0	0.617905675459632	0	38.1725	0.714285714285714	7	"b"	"a"
"85"	"M"	"28/11/2013"	"11:43:00"	"pre"	"52"	40.21	1	2	0.617905675459632	1.61836998706339	34.9375	0.714285714285714	7	"a"	"a"
"103"	"M"	"28/11/2013"	"11:43:00"	"pre"	"52"	47.8	0	0	0.617905675459632	0	33.04	0.714285714285714	7	"c"	"a"
"103"	"M"	"29/11/2013"	"11:20:00"	"pre"	"52"	47.8	1	1	0.617905675459632	1.61836998706339	33.8485714285714	0.615384615384615	13	"a"	"b"
"59"	"M"	"29/11/2013"	"11:20:00"	"pre"	"52"	22.89	0	0	0.617905675459632	0	37.4071428571429	0.615384615384615	13	"c"	"c"
"99"	"M"	"29/11/2013"	"11:20:00"	"pre"	"52"	27.27	1	1	0.617905675459632	1.61836998706339	36.7814285714286	0.615384615384615	13	"c"	"c"
"132"	"M"	"29/11/2013"	"11:20:00"	"pre"	"52"	39.65	1	1	0.617905675459632	1.61836998706339	35.0128571428571	0.615384615384615	13	"b"	"b"
"66"	"M"	"29/11/2013"	"11:20:00"	"pre"	"52"	32.48	0	0	0.617905675459632	0	36.0371428571429	0.615384615384615	13	"c"	"a"
"110"	"M"	"29/11/2013"	"11:20:00"	"pre"	"52"	48.66	0	0	0.617905675459632	0	33.7257142857143	0.615384615384615	13	"b"	"c"
"111"	"M"	"29/11/2013"	"11:20:00"	"pre"	"52"	36.56	0	0	0.617905675459632	0	35.4542857142857	0.615384615384615	13	"c"	"a"
"112"	"M"	"29/11/2013"	"11:20:00"	"pre"	"52"	29.43	0	0	0.617905675459632	0	36.4728571428571	0.615384615384615	13	"a"	"c"
"81"	"M"	"29/11/2013"	"12:50:00"	"pre"	"31"	26.35	1	2	0.617905675459632	1.61836998706339	36.6475	0.555555555555556	9	"a"	"a"
"68"	"M"	"29/11/2013"	"12:50:00"	"pre"	"31"	57.56	1	1	0.617905675459632	1.61836998706339	28.845	0.555555555555556	9	"b"	"a"
"72"	"M"	"29/11/2013"	"12:50:00"	"pre"	"31"	32.23	0	0	0.617905675459632	0	35.1775	0.555555555555556	9	"b"	"b"
"73"	"M"	"29/11/2013"	"12:50:00"	"pre"	"31"	22.61	0	0	0.617905675459632	0	37.5825	0.555555555555556	9	"a"	"b"
"114"	"M"	"29/11/2013"	"12:50:00"	"pre"	"31"	34.19	0	0	0.617905675459632	0	34.6875	0.555555555555556	9	"b"	"b"
"74"	"M"	"29/11/2013"	"14:05:00"	"pre"	"5"	43.06	0	0	0.617905675459632	0	36.302	0.75	8	"a"	"b"
"90"	"M"	"29/11/2013"	"14:05:00"	"pre"	"5"	30.48	0	0	0.617905675459632	0	38.818	0.75	8	"b"	"a"
"45"	"M"	"29/11/2013"	"14:05:00"	"pre"	"5"	39.08	0	0	0.617905675459632	0	37.098	0.75	8	"b"	"b"
"89"	"M"	"29/11/2013"	"14:05:00"	"pre"	"5"	49.7	0	0	0.617905675459632	0	34.974	0.75	8	"a"	"a"
"55"	"M"	"29/11/2013"	"14:05:00"	"pre"	"5"	39.21	0	0	0.617905675459632	0	37.072	0.75	8	"a"	"a"
"11"	"M"	"29/11/2013"	"14:05:00"	"pre"	"5"	23.04	0	0	0.617905675459632	0	40.306	0.75	8	"a"	"a"
"90"	"M"	"30/11/2013"	"10:20:00"	"pre"	"5"	30.48	0	0	0.617905675459632	0	35.926	0.6	10	"a"	"b"
"82"	"M"	"30/11/2013"	"10:20:00"	"pre"	"5"	48.37	0	0	0.617905675459632	0	32.348	0.6	10	"b"	"c"
"11"	"M"	"30/11/2013"	"10:20:00"	"pre"	"5"	23.04	0	0	0.617905675459632	0	37.414	0.6	10	"a"	"c"
"45"	"M"	"30/11/2013"	"10:20:00"	"pre"	"5"	39.08	0	0	0.617905675459632	0	34.206	0.6	10	"c"	"a"
"116"	"M"	"30/11/2013"	"10:20:00"	"pre"	"5"	29.93	0	0	0.617905675459632	0	36.036	0.6	10	"c"	"a"
"55"	"M"	"30/11/2013"	"10:20:00"	"pre"	"5"	39.21	0	0	0.617905675459632	0	34.18	0.6	10	"b"	"a"
"96"	"M"	"30/11/2013"	"11:45:00"	"pre"	"31"	26.56	1	2	0.617905675459632	1.61836998706339	36.7433333333333	0.538461538461538	13	"c"	"b"
"68"	"M"	"30/11/2013"	"11:45:00"	"pre"	"31"	57.56	1	1	0.617905675459632	1.61836998706339	31.5766666666667	0.538461538461538	13	"a"	"a"
